OrderID,OrderDate,OrderQuantity,Sales,Discount,Profit,UnitPrice,ShippingCost,CustomerSegment,ProductBaseMargin,ShipDate,OrderUrgent,Shipping,Cusme,Province,Region,ProCategory,ProSubCate,ProPacking,Customer_ID,ProductID
21863,10/26/2015,13,149.31,0,7.77,10.98,5.14,Small Business,0.36,10/27/2015,NotSpecified,Train,158,Chiang mai,North,Office,Binder,SmallBox,C158 ,P523 
21894,11/21/2016,6,54.3,0.1,1.27,9.68,2.03,Consumer,0.37,11/23/2016,SuperFast,Train,430,Chiang mai,North,Office,Paper,Bag,C430 ,P1125 
22022,3/8/2015,1,1409.86,0.07,-3461.12,1500.97,29.7,Small Business,0.57,3/9/2015,SuperFast,Truck,321,Chiang mai,North,IT,Machine,BigPack,C321 ,P449 
22663,12/15/2016,35,9843.11,0.07,-384.6,280.98,57,Corporate,0.78,12/15/2016,Slow,Truck,489,Chiang mai,North,Home,Chair,BigPack,C489 ,P603 
22663,12/15/2016,15,7190.06,0.08,1908.45,500.98,28.14,Corporate,0.38,12/20/2016,Slow,Truck,489,Chiang mai,North,IT,Machine,BigPack,C489 ,P592 
23713,11/2/2017,38,3701.5205,0.05,894.06,115.99,5.92,Consumer,0.58,11/5/2017,NotSpecified,Train,430,Chiang mai,North,IT,Communication,SmallBox,C430 ,P069 
24358,4/20/2014,27,7333.45,0.07,-207.28,279.48,35,Small Business,0.8,4/20/2014,SuperFast,Train,158,Chiang mai,North,Office,PowerSupply,Box,C158 ,P1057 
24386,5/31/2017,41,4256.51,0.03,1653.96,100.97,7.18,Corporate,0.46,6/2/2017,Fast,Train,118,Chiang mai,North,IT,Computer Accessories,SmallBox,C118 ,P570 
24386,5/31/2017,12,503.08,0.01,-102.74,40.98,6.5,Corporate,0.74,6/2/2017,Fast,Train,118,Chiang mai,North,IT,Computer Accessories,SmallBox,C118 ,P1037 
24386,5/31/2017,15,76.94,0,29.67,4.13,0.99,Corporate,0.39,6/1/2017,Fast,Air,118,Chiang mai,North,Office,Poster,SmallBox,C118 ,P184 
24899,7/24/2016,37,252.99,0.08,28.76,7.08,2.35,Home Office,0.47,7/26/2016,NotSpecified,Train,489,Chiang mai,North,Office,Supplies,Bag,C489 ,P913 
25473,9/18/2017,36,17304.85,0.05,7434.48,500.98,28.14,Corporate,0.38,9/20/2017,Fast,Truck,503,Chiang mai,North,IT,Machine,BigPack,C503 ,P592 
25473,9/18/2017,20,794.32,0.08,67.61,40.99,17.48,Corporate,0.36,9/21/2017,Fast,Train,503,Chiang mai,North,Office,Paper,SmallBox,C503 ,P1138 
25638,7/11/2014,31,163.89,0.02,-108.55,4.89,4.93,Corporate,0.66,7/12/2014,Fast,Train,342,Chiang mai,North,IT,Computer Accessories,SmallPack,C342 ,P742 
25638,7/11/2014,12,115.45,0.07,23.53,10.06,2.06,Corporate,0.39,7/12/2014,Fast,Train,342,Chiang mai,North,Office,Paper,Bag,C342 ,P894 
26016,9/11/2014,2,154.94,0.09,-358.43,77.51,4,Consumer,0.76,9/13/2014,Fast,Train,446,Chiang mai,North,IT,Computer Accessories,SmallBox,C446 ,P758 
26016,9/11/2014,44,1642.642,0.08,314.84,45.99,4.99,Consumer,0.56,9/13/2014,Fast,Air,446,Chiang mai,North,IT,Communication,SmallBox,C446 ,P688 
26182,12/21/2014,4,770.76,0.08,-192.51,200.98,23.76,Corporate,0.58,12/21/2014,NotSpecified,Truck,242,khon Ratchasima,NorthEast,Home,Chair,BigPack,C242 ,P561 
26691,7/8/2017,37,270.43,0.07,-83.16,7.68,6.16,Corporate,0.35,7/9/2017,NotSpecified,Train,476,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C476 ,P542 
27015,12/4/2016,24,1339.25,0.03,142.51,56.96,13.22,Home Office,0.56,12/4/2016,Slow,Train,489,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C489 ,P349 
27840,6/7/2014,8,1209.37,0.09,-407.85,150.98,66.27,Home Office,0.65,6/8/2014,Fast,Truck,489,khon Ratchasima,NorthEast,Home,Case,SuperBig,C489 ,P305 
28130,7/4/2014,23,404.24,0.02,-76.99,15.99,13.18,Corporate,0.37,7/8/2014,Slow,Air,320,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C320 ,P529 
28130,7/4/2014,32,1381.88,0.09,598.2,46.94,6.77,Corporate,0.44,7/4/2014,Slow,Air,320,khon Ratchasima,NorthEast,Home,Furniture,SmallBox,C320 ,P642 
28290,12/15/2013,43,1307.35,0.05,-154.24,30.42,8.65,Home Office,0.74,12/19/2013,Slow,Air,489,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallBox,C489 ,P483 
28290,12/15/2013,3,523.58,0.01,-179.36,161.55,19.99,Home Office,0.66,12/17/2013,Slow,Air,489,khon Ratchasima,NorthEast,Office,PowerSupply,SmallBox,C489 ,P500 
29927,10/12/2017,19,257.97,0.03,33.18,12.95,4.98,Corporate,0.4,10/13/2017,Fast,Train,118,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C118 ,P514 
29953,1/12/2016,42,619.77,0.02,50.24,14.45,7.17,Home Office,0.38,1/15/2016,SuperFast,Train,113,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C113 ,P117 
31238,7/27/2015,21,7512.03,0.09,2017.64,363.25,19.99,Corporate,0.57,7/29/2015,Medium,Air,401,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C401 ,P637 
32067,2/14/2017,27,2853.8835,0.06,492.24,125.99,7.69,Small Business,0.58,2/15/2017,Fast,Train,154,khon Ratchasima,NorthEast,IT,Communication,SmallBox,C154 ,P1061 
32198,10/13/2016,31,240.63,0.02,-117.92,7.37,5.53,Consumer,0.69,10/13/2016,Medium,Train,401,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C401 ,P671 
32231,10/6/2017,44,192.33,0.01,48.54,4.26,1.2,Consumer,0.44,10/10/2017,Slow,Train,446,khon Ratchasima,NorthEast,Office,Supplies,Bag,C446 ,P390 
32452,6/21/2016,3,8.6,0.09,-2.03,2.88,0.5,Consumer,0.39,6/22/2016,Medium,Train,401,khon Ratchasima,NorthEast,Office,Poster,SmallBox,C401 ,P195 
32998,9/3/2015,13,1663.83,0.1,-484.64,130.98,54.74,Corporate,0.69,9/4/2015,NotSpecified,Truck,320,khon Ratchasima,NorthEast,Home,Case,SuperBig,C320 ,P815 
33091,12/30/2015,24,265.35,0.02,-128.69,9.99,11.59,Home Office,0.4,1/1/2016,Fast,Train,648,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C648 ,P574 
33250,5/30/2014,40,7381.19,0.04,2998.88,177.98,0.99,Corporate,0.56,6/1/2014,NotSpecified,Train,320,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C320 ,P695 
33378,4/1/2017,25,945.36,0.1,219.85,39.98,9.83,Consumer,0.4,4/2/2017,Fast,Train,401,khon Ratchasima,NorthEast,Office,Envelopes,SmallBox,C401 ,P280 
33889,10/11/2015,46,9046.33,0,1398.03,180.98,55.24,Small Business,0.57,10/16/2015,Slow,Truck,154,khon Ratchasima,NorthEast,Office,Equipment,BigPack,C154 ,P171 
33889,10/11/2015,43,367.96,0.06,-16.11,8.67,3.5,Small Business,0.58,10/18/2015,Slow,Train,154,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C154 ,P976 
33889,10/11/2015,27,159.05,0.04,21.46,5.98,2.5,Small Business,0.36,10/15/2015,Slow,Train,154,khon Ratchasima,NorthEast,Office,Envelopes,SmallBox,C154 ,P1098 
33889,10/11/2015,39,116.14,0.01,50.44,2.88,0.5,Small Business,0.36,10/13/2015,Slow,Train,154,khon Ratchasima,NorthEast,Office,Poster,SmallBox,C154 ,P183 
34567,3/31/2014,18,3344.11,0.03,588.54,180.98,26.2,Consumer,0.59,4/4/2014,Slow,Truck,430,khon Ratchasima,NorthEast,Home,Chair,BigPack,C430 ,P557 
36163,10/10/2017,32,463,0.07,24.61,14.45,7.17,Small Business,0.38,10/10/2017,Slow,Train,522,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C522 ,P117 
36449,8/10/2015,6,90.75,0.02,-26.39,12.99,14.37,Corporate,0.73,8/10/2015,NotSpecified,Train,118,khon Ratchasima,NorthEast,Home,Furniture,Box,C118 ,P1059 
36675,6/6/2016,39,113.09,0.04,29.76,2.94,0.81,Small Business,0.4,6/9/2016,Fast,Train,158,khon Ratchasima,NorthEast,Office,Supplies,Bag,C158 ,P866 
37862,12/17/2013,27,1603.27,0.01,452.49,59.98,3.99,Corporate,0.57,12/20/2013,NotSpecified,Train,320,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C320 ,P251 
38240,11/23/2014,4,41.53,0.04,-15.53,8.6,6.19,Consumer,0.38,11/23/2014,Fast,Train,446,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C446 ,P224 
38693,5/18/2016,3,2222.61,0.02,196.08,699.99,24.49,Home Office,0.41,5/25/2016,Slow,Train,484,khon Ratchasima,NorthEast,IT,Printer,Box,C484 ,P322 
38917,10/26/2015,11,618.1965,0.02,-132.53,65.99,8.8,Consumer,0.58,11/2/2015,Slow,Train,401,khon Ratchasima,NorthEast,IT,Communication,SmallBox,C401 ,P053 
39015,11/10/2014,13,5236.14,0.05,567.59,399.98,12.06,Corporate,0.56,11/10/2014,Medium,Truck,484,khon Ratchasima,NorthEast,IT,Machine,SuperBig,C484 ,P831 
39015,11/10/2014,11,74.02,0.07,-28.45,6.48,5.74,Corporate,0.37,11/10/2014,Medium,Train,484,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C484 ,P1219 
39265,4/11/2015,47,198.08,0.02,32.69,4.28,0.94,Corporate,0.56,4/12/2015,SuperFast,Train,239,khon Ratchasima,NorthEast,Office,Supplies,Bag,C239 ,P791 
40962,1/25/2016,28,1553.66,0.03,547.48,54.48,0.99,Corporate,0.57,1/26/2016,SuperFast,Train,503,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C503 ,P247 
40962,1/25/2016,30,3276.9965,0,653.06,125.99,8.99,Corporate,0.59,1/26/2016,SuperFast,Train,503,khon Ratchasima,NorthEast,IT,Communication,SmallBox,C503 ,P732 
41059,8/19/2015,26,363.16,0.08,3.92,14.27,7.27,Corporate,0.38,8/19/2015,Medium,Air,484,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C484 ,P525 
41059,8/19/2015,45,12571.63,0.09,5455.96,300.98,13.99,Corporate,0.39,8/20/2015,Medium,Train,484,khon Ratchasima,NorthEast,IT,Machine,MediumPack,C484 ,P862 
41059,8/19/2015,21,128.86,0,24.53,5.84,1.2,Corporate,0.55,8/21/2015,Medium,Air,484,khon Ratchasima,NorthEast,Office,Supplies,Bag,C484 ,P777 
41059,8/19/2015,45,17884.53,0.04,2357.86,400.98,42.52,Corporate,0.71,8/20/2015,Medium,Truck,484,khon Ratchasima,NorthEast,Home,Table,SuperBig,C484 ,P296 
41664,11/7/2016,5,54.8,0,-15.3,9.78,1.99,Corporate,0.43,11/7/2016,SuperFast,Train,354,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C354 ,P754 
41664,11/7/2016,40,1038.19,0.07,230.69,25.98,4.08,Corporate,0.57,11/9/2016,SuperFast,Train,354,khon Ratchasima,NorthEast,Office,Supplies,SmallPack,C354 ,P286 
42596,7/19/2017,9,51.75,0.05,4.16,5.58,0.7,Corporate,0.6,7/21/2017,Medium,Train,476,khon Ratchasima,NorthEast,Office,Supplies,Bag,C476 ,P778 
43424,7/22/2016,34,772.56,0.04,143.87,22.98,4.5,Home Office,0.55,7/24/2016,NotSpecified,Air,489,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C489 ,P254 
43808,12/11/2015,16,108.73,0.04,-22.21,6.24,5.22,Small Business,0.6,12/18/2015,Slow,Train,158,khon Ratchasima,NorthEast,Home,Furniture,SmallBox,C158 ,P413 
45218,4/14/2014,49,309.46,0.08,-82.64,6.48,2.74,Home Office,0.71,4/16/2014,Slow,Train,648,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C648 ,P957 
46050,12/9/2014,3,876.75,0.02,-248.69,289.53,19.99,Home Office,0.56,12/12/2014,Fast,Train,412,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C412 ,P636 
46117,4/25/2016,22,1168.28,0.02,126.07,50.98,14.19,Home Office,0.56,4/29/2016,Slow,Truck,489,khon Ratchasima,NorthEast,Home,Chair,BigPack,C489 ,P554 
46243,12/28/2016,31,614.35,0.02,78.89,18.97,9.03,Corporate,0.37,12/30/2016,Slow,Air,489,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C489 ,P347 
46243,12/28/2016,1,3.63,0.03,-1.56,2.88,0.7,Corporate,0.56,1/2/2017,Slow,Train,489,khon Ratchasima,NorthEast,Office,Supplies,Bag,C489 ,P790 
46243,12/28/2016,31,172.99,0.05,61.51,5.84,1,Corporate,0.38,1/4/2017,Slow,Train,489,khon Ratchasima,NorthEast,Office,Supplies,Bag,C489 ,P879 
46310,6/25/2015,29,1935.25,0.04,652.19,63.98,11.55,Home Office,0.38,6/26/2015,Fast,Train,50,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C050 ,P519 
46310,6/25/2015,13,278.5,0.1,-6.23,22.01,5.53,Home Office,0.59,6/26/2015,Fast,Train,50,khon Ratchasima,NorthEast,Office,Supplies,SmallPack,C050 ,P284 
46310,6/25/2015,42,5423.58,0.01,1361.56,120.33,19.99,Home Office,0.59,6/25/2015,Fast,Train,50,khon Ratchasima,NorthEast,Office,PowerSupply,SmallBox,C050 ,P662 
46503,10/10/2016,26,1196.7915,0.07,265.39,55.99,1.25,Small Business,0.55,10/13/2016,NotSpecified,Train,522,khon Ratchasima,NorthEast,IT,Communication,SmallPack,C522 ,P083 
46726,6/9/2017,46,325.97,0.02,-255.22,6.84,8.37,Small Business,0.58,6/9/2017,NotSpecified,Train,522,khon Ratchasima,NorthEast,Office,Pens,SmallPack,C522 ,P124 
46726,6/9/2017,10,49.65,0.02,8.27,4.55,1.49,Small Business,0.35,6/11/2017,NotSpecified,Train,522,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C522 ,P874 
47042,2/4/2017,45,1375.3765,0.03,592.22,35.99,3.3,Home Office,0.39,2/5/2017,SuperFast,Train,489,khon Ratchasima,NorthEast,IT,Communication,SmallPack,C489 ,P103 
47174,8/20/2016,42,642.1,0,41.56,13.99,7.51,Corporate,0.39,8/20/2016,SuperFast,Train,489,khon Ratchasima,NorthEast,IT,Machine,MediumPack,C489 ,P948 
48034,6/18/2014,47,945.86,0.1,31.59,22.01,5.53,Home Office,0.59,6/19/2014,NotSpecified,Train,648,khon Ratchasima,NorthEast,Office,Supplies,SmallPack,C648 ,P284 
48034,6/18/2014,12,2340.504,0.04,243.16,236.97,59.24,Home Office,0.61,6/18/2014,NotSpecified,Truck,648,khon Ratchasima,NorthEast,Home,Table,SuperBig,C648 ,P339 
48164,10/2/2016,33,94.39,0.07,12.31,2.88,0.7,Small Business,0.56,10/4/2016,Fast,Train,158,khon Ratchasima,NorthEast,Office,Supplies,Bag,C158 ,P795 
49189,12/20/2015,32,249.59,0.06,101.82,7.64,1.39,Home Office,0.36,12/23/2015,SuperFast,Train,113,khon Ratchasima,NorthEast,Office,Envelopes,SmallBox,C113 ,P936 
49986,9/18/2015,39,110.36,0.05,8.6,2.84,0.93,Consumer,0.54,9/20/2015,SuperFast,Train,401,khon Ratchasima,NorthEast,Office,Supplies,Bag,C401 ,P912 
50336,10/9/2014,9,58.98,0,-17.79,5.77,4.97,Consumer,0.35,10/10/2014,NotSpecified,Train,401,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C401 ,P206 
50373,6/6/2014,9,1455.04,0.06,-7.58,161.55,19.99,Small Business,0.66,6/7/2014,SuperFast,Train,154,khon Ratchasima,NorthEast,Office,PowerSupply,SmallBox,C154 ,P500 
50564,2/4/2017,30,11041.42,0.07,4456.25,387.99,19.99,Home Office,0.38,2/6/2017,Fast,Train,412,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C412 ,P489 
50949,1/9/2016,32,73.55,0.09,7.95,2.18,0.78,Corporate,0.52,1/10/2016,Medium,Air,320,khon Ratchasima,NorthEast,Office,RubberPro,Bag,C320 ,P1012 
50949,1/9/2016,46,4804.0385,0.08,1077.92,125.99,8.8,Corporate,0.59,1/11/2016,Medium,Train,320,khon Ratchasima,NorthEast,IT,Communication,SmallBox,C320 ,P1001 
51361,2/20/2016,14,76.06,0.02,-35.99,4.28,5.68,Corporate,0.4,2/22/2016,Slow,Air,522,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C522 ,P1215 
51361,2/20/2016,50,18056.68,0,-6474.65,349.45,60,Corporate,,2/24/2016,SuperFast,Truck,522,khon Ratchasima,NorthEast,Home,Table,BigPack,C522 ,P911 
51780,6/28/2015,42,372.69,0.01,-177.03,8.04,8.94,Consumer,0.4,7/5/2015,Slow,Air,640,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C640 ,P502 
51940,9/21/2017,11,65.5,0.08,-55.94,5.98,4.38,Corporate,0.75,9/22/2017,Fast,Train,342,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C342 ,P667 
52071,10/31/2016,14,136.85,0.01,-4.43,8.85,5.6,Consumer,0.36,11/2/2016,NotSpecified,Train,50,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C050 ,P536 
52071,10/31/2016,1,12.74,0.05,-11.39,7.96,4.95,Consumer,0.41,11/2/2016,NotSpecified,Train,50,khon Ratchasima,NorthEast,Home,Furniture,SmallBox,C050 ,P990 
53152,2/7/2014,5,185.79,0.02,-159.68,34.98,7.53,Corporate,0.76,2/9/2014,Medium,Train,90,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallBox,C090 ,P481 
53152,2/7/2014,9,196.41,0.01,27.91,19.99,11.17,Corporate,0.6,2/10/2014,Medium,Train,90,khon Ratchasima,NorthEast,Home,Furniture,Box,C090 ,P1040 
53152,2/7/2014,9,186.67,0.02,2.06,19.98,8.68,Corporate,0.37,2/9/2014,Medium,Train,90,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C090 ,P963 
54177,12/29/2016,12,480.73,0.1,148.2,42.8,2.99,Home Office,0.36,12/29/2016,SuperFast,Train,489,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C489 ,P1111 
54177,12/29/2016,25,159,0.1,-98.15,6.48,7.37,Home Office,0.37,12/31/2016,SuperFast,Train,489,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C489 ,P1231 
55107,4/12/2015,32,171.52,0.1,46.61,5.68,1.39,Home Office,0.38,4/17/2015,Slow,Train,412,khon Ratchasima,NorthEast,Office,Envelopes,SmallBox,C412 ,P994 
55461,9/2/2014,16,84.01,0.06,-34.12,4.82,5.72,Small Business,0.47,9/3/2014,Medium,Train,522,khon Ratchasima,NorthEast,Home,Furniture,SmallPack,C522 ,P733 
55526,6/6/2017,23,445.17,0.02,38.11,18.97,9.03,Corporate,0.37,6/7/2017,Fast,Train,320,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C320 ,P347 
55969,9/8/2015,37,2329.4,0.08,189.77,64.98,6.88,Small Business,0.73,9/11/2015,Medium,Train,522,khon Ratchasima,NorthEast,Office,PowerSupply,SmallBox,C522 ,P474 
57153,4/30/2014,9,106.05,0.02,-14.52,11.33,6.12,Corporate,0.42,5/2/2014,SuperFast,Train,522,khon Ratchasima,NorthEast,Office,Equipment,MediumPack,C522 ,P600 
57153,4/30/2014,45,698.1,0.01,336.25,15.67,1.39,Corporate,0.38,5/1/2014,SuperFast,Train,522,khon Ratchasima,NorthEast,Office,Envelopes,SmallBox,C522 ,P003 
57538,1/25/2015,40,1370.49,0.08,-244.63,33.98,19.99,Small Business,0.55,1/27/2015,SuperFast,Train,154,khon Ratchasima,NorthEast,Home,Furniture,SmallBox,C154 ,P718 
58656,11/8/2015,5,39.44,0,-0.94,6.75,2.99,Small Business,0.35,11/10/2015,Fast,Train,244,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C244 ,P1109 
58656,11/8/2015,3,11.01,0.09,-1.42,2.08,5.33,Small Business,0.43,11/10/2015,Fast,Train,244,khon Ratchasima,NorthEast,Home,Furniture,SmallBox,C244 ,P439 
58789,7/10/2015,26,195.51,0.03,-105.72,7.3,7.72,Small Business,0.38,7/14/2015,Slow,Train,154,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C154 ,P161 
58789,7/10/2015,38,377.13,0.02,-10.29,9.77,6.02,Small Business,0.48,7/15/2015,Slow,Train,154,khon Ratchasima,NorthEast,Home,Furniture,MediumPack,C154 ,P362 
59200,11/12/2016,4,170.45,0.09,-30.27,42.98,4.62,Home Office,0.56,11/12/2016,Medium,Train,489,khon Ratchasima,NorthEast,Office,Equipment,SmallBox,C489 ,P255 
59200,11/12/2016,28,350.42,0.03,-37.3,11.97,5.81,Home Office,0.6,11/14/2016,Medium,Train,489,khon Ratchasima,NorthEast,Office,Supplies,SmallPack,C489 ,P993 
59459,1/9/2014,40,69.66,0.07,-51.42,1.7,1.99,Small Business,0.51,1/10/2014,Medium,Train,158,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C158 ,P235 
59878,5/2/2017,6,112.4,0.1,-46.75,17.98,8.51,Corporate,0.4,5/3/2017,Fast,Train,342,khon Ratchasima,NorthEast,IT,Machine,MediumPack,C342 ,P320 
59878,5/2/2017,23,249.64,0.08,-91.65,10.9,7.46,Corporate,0.59,5/3/2017,Fast,Train,342,khon Ratchasima,NorthEast,Office,PowerSupply,SmallBox,C342 ,P351 
59909,7/10/2017,11,1255.48,0.06,-292.65,115.99,56.14,Small Business,0.4,7/12/2017,Slow,Truck,154,khon Ratchasima,NorthEast,IT,Machine,BigPack,C154 ,P589 
59909,7/10/2017,46,411.56,0.09,-188.02,9.38,7.28,Small Business,0.57,7/17/2017,Slow,Air,154,khon Ratchasima,NorthEast,Office,PowerSupply,SmallBox,C154 ,P985 
1218,5/24/2014,3,46.46,0.1,-25.13,14.42,6.75,Corporate,0.52,5/27/2014,NotSpecified,Train,180,khon Ratchasima,NorthEast,Office,Equipment,MediumPack,C180 ,P598 
1600,2/4/2015,32,303.59,0.1,-45.99,9.65,6.22,Corporate,0.55,2/6/2015,Medium,Train,473,khon Ratchasima,NorthEast,Home,Furniture,SmallBox,C473 ,P416 
1600,2/4/2015,36,191.6,0.04,-150.74,4.98,7.44,Corporate,0.36,2/5/2015,Medium,Train,473,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C473 ,P1159 
2373,2/13/2014,36,317.59,0.06,-46.12,8.6,6.19,Corporate,0.38,2/14/2014,NotSpecified,Train,180,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C180 ,P224 
2626,8/11/2016,16,48.37,0.02,18.02,2.88,0.5,Small Business,0.36,8/13/2016,NotSpecified,Train,156,khon Ratchasima,NorthEast,Office,Poster,SmallBox,C156 ,P193 
3109,6/27/2015,47,1005.74,0.1,199.3,22.23,8.99,Corporate,0.41,7/4/2015,Slow,Train,473,khon Ratchasima,NorthEast,Home,Furniture,SmallPack,C473 ,P468 
3109,6/27/2015,37,6477.7395,0.01,1653.97,205.99,8.99,Corporate,0.58,7/4/2015,Slow,Train,473,khon Ratchasima,NorthEast,IT,Communication,SmallBox,C473 ,P1035 
3777,3/12/2014,14,244.85,0.06,38.06,17.67,8.99,Small Business,0.47,3/13/2014,Medium,Air,156,khon Ratchasima,NorthEast,Home,Furniture,SmallPack,C156 ,P462 
3973,2/25/2017,21,316.35,0.06,117.91,15.68,3.73,Corporate,0.46,2/27/2017,NotSpecified,Train,96,khon Ratchasima,NorthEast,Home,Furniture,SmallPack,C096 ,P164 
4932,7/14/2015,11,109.37,0.07,25.96,10.31,1.79,Corporate,0.38,7/16/2015,SuperFast,Train,96,khon Ratchasima,NorthEast,Office,Paper,Bag,C096 ,P967 
7239,6/2/2016,50,6206.16,0.03,1416.27,120.33,19.99,Small Business,0.59,6/4/2016,Medium,Train,180,khon Ratchasima,NorthEast,Office,PowerSupply,SmallBox,C180 ,P662 
9088,5/27/2014,50,15383.7,0.03,6523.26,304.99,19.99,Home Office,0.4,5/29/2014,SuperFast,Train,663,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C663 ,P657 
9088,5/27/2014,31,1637.457,0.09,118.15,65.99,8.99,Home Office,0.58,5/29/2014,SuperFast,Train,663,khon Ratchasima,NorthEast,IT,Communication,SmallBox,C663 ,P1082 
11428,12/25/2016,16,1554.53,0,474.66,90.48,19.99,Small Business,0.4,12/25/2016,Medium,Train,89,khon Ratchasima,NorthEast,Office,Envelopes,SmallBox,C089 ,P1072 
12452,11/11/2015,1,356.95,0.08,-228.24,387.99,19.99,Corporate,0.38,11/12/2015,Medium,Train,89,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C089 ,P489 
12452,11/11/2015,17,112.86,0.04,-56.78,6.6,4.07,Corporate,0.66,11/13/2015,Medium,Train,89,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C089 ,P029 
12452,11/11/2015,38,2063.42,0.03,989.95,55.98,5.15,Corporate,0.36,11/13/2015,Medium,Train,89,khon Ratchasima,NorthEast,Office,Paper,SmallBox,C089 ,P1170 
13345,8/7/2017,24,116.82,0.02,-42.05,4.77,2.39,Corporate,0.72,8/8/2017,NotSpecified,Train,89,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C089 ,P680 
13345,8/7/2017,45,483.64,0.1,28.39,10.98,3.37,Corporate,0.57,8/7/2017,NotSpecified,Train,89,khon Ratchasima,NorthEast,Office,Pens,SmallPack,C089 ,P506 
13410,5/11/2015,4,33.64,0.07,-35.17,8.12,2.83,Corporate,0.77,5/13/2015,NotSpecified,Train,96,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C096 ,P679 
13410,5/11/2015,29,701.94,0.01,158.91,23.99,6.3,Corporate,0.38,5/12/2015,NotSpecified,Train,96,khon Ratchasima,NorthEast,IT,Machine,MediumPack,C096 ,P1031 
15808,11/18/2015,33,126.88,0.05,12.63,3.7,1.61,Corporate,0.44,11/18/2015,SuperFast,Train,89,khon Ratchasima,NorthEast,Home,Furniture,Bag,C089 ,P036 
15808,11/18/2015,42,906.64,0.07,-148.93,22.38,15.1,Corporate,0.38,11/18/2015,SuperFast,Air,89,khon Ratchasima,NorthEast,Office,Binder,SmallBox,C089 ,P210 
15808,11/18/2015,45,882.96,0.06,11.65,19.98,4,Corporate,0.68,11/20/2015,SuperFast,Train,89,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallBox,C089 ,P244 
15808,11/18/2015,3,58.14,0.01,-96.25,20.99,4.81,Corporate,0.58,11/19/2015,SuperFast,Train,89,khon Ratchasima,NorthEast,IT,Communication,MediumPack,C089 ,P017 
16326,4/14/2015,39,1538.33,0.03,471.35,39.48,1.99,Corporate,0.54,4/16/2015,Fast,Train,89,khon Ratchasima,NorthEast,IT,Computer Accessories,SmallPack,C089 ,P064 
16326,4/14/2015,39,147.46,0.06,14.13,3.71,1.93,Corporate,0.35,4/14/2015,Fast,Train,89,khon Ratchasima,NorthEast,Office,Paper,Bag,C089 ,P001 
17985,3/16/2016,4,473.88,0.01,-183.26,110.98,30,Home Office,0.71,3/17/2016,Medium,Truck,245,khon Ratchasima,NorthEast,Home,Chair,BigPack,C245 ,P829 
17985,3/16/2016,50,849.031,0.07,-133.31,20.99,3.3,Home Office,0.81,3/18/2016,Medium,Train,245,khon Ratchasima,NorthEast,IT,Communication,SmallPack,C245 ,P098 
20480,1/3/2014,4,1042.63,0.02,-219.93,240.98,60.2,Corporate,0.56,1/5/2014,Medium,Truck,473,khon Ratchasima,NorthEast,Home,Case,SuperBig,C473 ,P167 
